2025-04-01 09:14:43,909 - INFO - Starting logistic regression training process
2025-04-01 09:14:43,911 - INFO - Initializing BART tokenizer
2025-04-01 09:14:45,679 - INFO - Tokenizer loaded with vocabulary size: 50265
2025-04-01 09:14:45,680 - INFO - Starting model training
2025-04-01 09:14:45,680 - INFO - Training logistic regression model with data from D:\Para-Level-Summ Data\data\data_final_1024.json
2025-04-01 09:14:45,691 - INFO - Constructing dataset
2025-04-01 09:14:45,692 - INFO - Loading data from file: D:\Para-Level-Summ Data\data\data_final_1024.json
2025-04-01 09:14:45,749 - INFO - Dataset contains 4459 articles
2025-04-01 09:14:45,766 - INFO - Data shuffled
2025-04-01 09:14:45,788 - ERROR - Error processing article 95: string indices must be integers, not 'str'
2025-04-01 09:14:45,788 - ERROR - Error processing article 96: string indices must be integers, not 'str'
2025-04-01 09:14:45,788 - ERROR - Error processing article 97: string indices must be integers, not 'str'
2025-04-01 09:14:45,789 - ERROR - Error processing article 98: string indices must be integers, not 'str'
2025-04-01 09:14:45,789 - ERROR - Error processing article 99: string indices must be integers, not 'str'
2025-04-01 09:14:45,789 - INFO - Processed 100/4459 articles
2025-04-01 09:14:45,789 - ERROR - Error processing article 100: string indices must be integers, not 'str'
2025-04-01 09:14:45,790 - ERROR - Error processing article 101: string indices must be integers, not 'str'
2025-04-01 09:14:45,790 - ERROR - Error processing article 102: string indices must be integers, not 'str'
2025-04-01 09:14:45,790 - ERROR - Error processing article 103: string indices must be integers, not 'str'
2025-04-01 09:14:45,790 - ERROR - Error processing article 104: string indices must be integers, not 'str'
2025-04-01 09:14:45,790 - ERROR - Error processing article 105: string indices must be integers, not 'str'
2025-04-01 09:14:45,791 - ERROR - Error processing article 106: string indices must be integers, not 'str'
2025-04-01 09:14:45,791 - ERROR - Error processing article 107: string indices must be integers, not 'str'
2025-04-01 09:14:45,791 - ERROR - Error processing article 108: string indices must be integers, not 'str'
2025-04-01 09:14:45,791 - ERROR - Error processing article 109: string indices must be integers, not 'str'
2025-04-01 09:14:45,791 - ERROR - Error processing article 110: string indices must be integers, not 'str'
2025-04-01 09:14:45,791 - ERROR - Error processing article 111: string indices must be integers, not 'str'
2025-04-01 09:14:45,792 - ERROR - Error processing article 112: string indices must be integers, not 'str'
2025-04-01 09:14:45,792 - ERROR - Error processing article 113: string indices must be integers, not 'str'
2025-04-01 09:14:45,792 - ERROR - Error processing article 114: string indices must be integers, not 'str'
2025-04-01 09:14:45,792 - ERROR - Error processing article 115: string indices must be integers, not 'str'
2025-04-01 09:14:45,792 - ERROR - Error processing article 116: string indices must be integers, not 'str'
2025-04-01 09:14:45,792 - ERROR - Error processing article 117: string indices must be integers, not 'str'
2025-04-01 09:14:45,793 - ERROR - Error processing article 118: string indices must be integers, not 'str'
2025-04-01 09:14:45,793 - ERROR - Error processing article 119: string indices must be integers, not 'str'
2025-04-01 09:14:45,793 - ERROR - Error processing article 120: string indices must be integers, not 'str'
2025-04-01 09:14:45,793 - ERROR - Error processing article 121: string indices must be integers, not 'str'
2025-04-01 09:14:45,793 - ERROR - Error processing article 122: string indices must be integers, not 'str'
2025-04-01 09:14:45,795 - ERROR - Error processing article 123: string indices must be integers, not 'str'
2025-04-01 09:14:45,795 - ERROR - Error processing article 124: string indices must be integers, not 'str'
2025-04-01 09:14:45,795 - ERROR - Error processing article 125: string indices must be integers, not 'str'
2025-04-01 09:14:45,795 - ERROR - Error processing article 126: string indices must be integers, not 'str'
2025-04-01 09:14:45,795 - ERROR - Error processing article 127: string indices must be integers, not 'str'
2025-04-01 09:14:45,796 - ERROR - Error processing article 128: string indices must be integers, not 'str'
2025-04-01 09:14:45,796 - ERROR - Error processing article 129: string indices must be integers, not 'str'
2025-04-01 09:14:45,796 - ERROR - Error processing article 130: string indices must be integers, not 'str'
2025-04-01 09:14:45,796 - ERROR - Error processing article 131: string indices must be integers, not 'str'
2025-04-01 09:14:45,796 - ERROR - Error processing article 132: string indices must be integers, not 'str'
2025-04-01 09:14:45,797 - ERROR - Error processing article 133: string indices must be integers, not 'str'
2025-04-01 09:14:45,797 - ERROR - Error processing article 134: string indices must be integers, not 'str'
2025-04-01 09:14:45,797 - ERROR - Error processing article 135: string indices must be integers, not 'str'
2025-04-01 09:14:45,797 - ERROR - Error processing article 136: string indices must be integers, not 'str'
2025-04-01 09:14:45,798 - ERROR - Error processing article 137: string indices must be integers, not 'str'
2025-04-01 09:14:45,798 - ERROR - Error processing article 138: string indices must be integers, not 'str'
2025-04-01 09:14:45,798 - ERROR - Error processing article 139: string indices must be integers, not 'str'
2025-04-01 09:14:45,798 - ERROR - Error processing article 140: string indices must be integers, not 'str'
2025-04-01 09:14:45,798 - ERROR - Error processing article 141: string indices must be integers, not 'str'
2025-04-01 09:14:45,798 - ERROR - Error processing article 142: string indices must be integers, not 'str'
2025-04-01 09:14:45,799 - ERROR - Error processing article 143: string indices must be integers, not 'str'
2025-04-01 09:14:45,799 - ERROR - Error processing article 144: string indices must be integers, not 'str'
2025-04-01 09:14:45,800 - ERROR - Error processing article 145: string indices must be integers, not 'str'
2025-04-01 09:14:45,800 - ERROR - Error processing article 146: string indices must be integers, not 'str'
2025-04-01 09:14:45,800 - ERROR - Error processing article 147: string indices must be integers, not 'str'
2025-04-01 09:14:45,800 - ERROR - Error processing article 148: string indices must be integers, not 'str'
2025-04-01 09:14:45,801 - ERROR - Error processing article 149: string indices must be integers, not 'str'
2025-04-01 09:14:45,801 - ERROR - Error processing article 150: string indices must be integers, not 'str'
2025-04-01 09:14:45,801 - ERROR - Error processing article 151: string indices must be integers, not 'str'
2025-04-01 09:14:45,801 - ERROR - Error processing article 152: string indices must be integers, not 'str'
2025-04-01 09:14:45,801 - ERROR - Error processing article 153: string indices must be integers, not 'str'
2025-04-01 09:14:45,801 - ERROR - Error processing article 154: string indices must be integers, not 'str'
2025-04-01 09:14:45,802 - ERROR - Error processing article 155: string indices must be integers, not 'str'
2025-04-01 09:14:45,802 - ERROR - Error processing article 156: string indices must be integers, not 'str'
2025-04-01 09:14:45,802 - ERROR - Error processing article 157: string indices must be integers, not 'str'
2025-04-01 09:14:45,802 - ERROR - Error processing article 158: string indices must be integers, not 'str'
2025-04-01 09:14:45,802 - ERROR - Error processing article 159: string indices must be integers, not 'str'
2025-04-01 09:14:45,802 - ERROR - Error processing article 160: string indices must be integers, not 'str'
2025-04-01 09:14:45,802 - ERROR - Error processing article 161: string indices must be integers, not 'str'
2025-04-01 09:14:45,803 - ERROR - Error processing article 162: string indices must be integers, not 'str'
2025-04-01 09:14:45,803 - ERROR - Error processing article 163: string indices must be integers, not 'str'
2025-04-01 09:14:45,803 - ERROR - Error processing article 164: string indices must be integers, not 'str'
2025-04-01 09:14:45,803 - ERROR - Error processing article 165: string indices must be integers, not 'str'
2025-04-01 09:14:45,804 - ERROR - Error processing article 166: string indices must be integers, not 'str'
2025-04-01 09:14:45,804 - ERROR - Error processing article 167: string indices must be integers, not 'str'
2025-04-01 09:14:45,804 - ERROR - Error processing article 168: string indices must be integers, not 'str'
2025-04-01 09:14:45,804 - ERROR - Error processing article 169: string indices must be integers, not 'str'
2025-04-01 09:14:45,806 - ERROR - Error processing article 170: string indices must be integers, not 'str'
2025-04-01 09:14:45,806 - ERROR - Error processing article 171: string indices must be integers, not 'str'
2025-04-01 09:14:45,806 - ERROR - Error processing article 172: string indices must be integers, not 'str'
2025-04-01 09:14:45,806 - ERROR - Error processing article 173: string indices must be integers, not 'str'
2025-04-01 09:14:45,806 - ERROR - Error processing article 174: string indices must be integers, not 'str'
2025-04-01 09:14:45,807 - ERROR - Error processing article 175: string indices must be integers, not 'str'
2025-04-01 09:14:45,807 - ERROR - Error processing article 176: string indices must be integers, not 'str'
2025-04-01 09:14:45,807 - ERROR - Error processing article 177: string indices must be integers, not 'str'
2025-04-01 09:14:45,807 - ERROR - Error processing article 178: string indices must be integers, not 'str'
2025-04-01 09:14:45,807 - ERROR - Error processing article 179: string indices must be integers, not 'str'
2025-04-01 09:14:45,807 - ERROR - Error processing article 180: string indices must be integers, not 'str'
2025-04-01 09:14:45,808 - ERROR - Error processing article 181: string indices must be integers, not 'str'
2025-04-01 09:14:45,808 - ERROR - Error processing article 182: string indices must be integers, not 'str'
2025-04-01 09:14:45,808 - ERROR - Error processing article 183: string indices must be integers, not 'str'
2025-04-01 09:14:45,808 - ERROR - Error processing article 184: string indices must be integers, not 'str'
2025-04-01 09:14:45,808 - ERROR - Error processing article 185: string indices must be integers, not 'str'
2025-04-01 09:14:45,809 - ERROR - Error processing article 186: string indices must be integers, not 'str'
2025-04-01 09:14:45,809 - ERROR - Error processing article 187: string indices must be integers, not 'str'
2025-04-01 09:14:45,809 - ERROR - Error processing article 188: string indices must be integers, not 'str'
2025-04-01 09:14:45,809 - ERROR - Error processing article 189: string indices must be integers, not 'str'
2025-04-01 09:14:45,809 - ERROR - Error processing article 190: string indices must be integers, not 'str'
2025-04-01 09:14:45,811 - ERROR - Error processing article 191: string indices must be integers, not 'str'
2025-04-01 09:14:45,811 - ERROR - Error processing article 192: string indices must be integers, not 'str'
2025-04-01 09:14:45,811 - ERROR - Error processing article 193: string indices must be integers, not 'str'
2025-04-01 09:14:45,811 - ERROR - Error processing article 194: string indices must be integers, not 'str'
2025-04-01 09:14:45,811 - ERROR - Error processing article 195: string indices must be integers, not 'str'
2025-04-01 09:14:45,812 - ERROR - Error processing article 196: string indices must be integers, not 'str'
2025-04-01 09:14:45,812 - ERROR - Error processing article 197: string indices must be integers, not 'str'
2025-04-01 09:14:45,812 - ERROR - Error processing article 198: string indices must be integers, not 'str'
2025-04-01 09:14:45,812 - ERROR - Error processing article 199: string indices must be integers, not 'str'
2025-04-01 09:14:45,813 - INFO - Processed 200/4459 articles
2025-04-01 09:14:45,813 - ERROR - Error processing article 200: string indices must be integers, not 'str'
2025-04-01 09:14:45,813 - ERROR - Error processing article 201: string indices must be integers, not 'str'
2025-04-01 09:14:45,813 - ERROR - Error processing article 202: string indices must be integers, not 'str'
2025-04-01 09:14:45,813 - ERROR - Error processing article 203: string indices must be integers, not 'str'
2025-04-01 09:14:45,813 - ERROR - Error processing article 204: string indices must be integers, not 'str'
2025-04-01 09:14:45,814 - ERROR - Error processing article 205: string indices must be integers, not 'str'
2025-04-01 09:14:45,814 - ERROR - Error processing article 206: string indices must be integers, not 'str'
2025-04-01 09:14:45,814 - ERROR - Error processing article 207: string indices must be integers, not 'str'
2025-04-01 09:14:45,814 - ERROR - Error processing article 208: string indices must be integers, not 'str'
2025-04-01 09:14:45,814 - ERROR - Error processing article 209: string indices must be integers, not 'str'
2025-04-01 09:14:45,814 - ERROR - Error processing article 210: string indices must be integers, not 'str'
2025-04-01 09:14:45,816 - ERROR - Error processing article 211: string indices must be integers, not 'str'
2025-04-01 09:14:45,816 - ERROR - Error processing article 212: string indices must be integers, not 'str'
2025-04-01 09:14:45,816 - ERROR - Error processing article 213: string indices must be integers, not 'str'
2025-04-01 09:14:45,816 - ERROR - Error processing article 214: string indices must be integers, not 'str'
2025-04-01 09:14:45,817 - ERROR - Error processing article 215: string indices must be integers, not 'str'
2025-04-01 09:14:45,817 - ERROR - Error processing article 216: string indices must be integers, not 'str'
2025-04-01 09:14:45,817 - ERROR - Error processing article 217: string indices must be integers, not 'str'
2025-04-01 09:14:45,817 - ERROR - Error processing article 218: string indices must be integers, not 'str'
2025-04-01 09:14:45,818 - ERROR - Error processing article 219: string indices must be integers, not 'str'
2025-04-01 09:14:45,818 - ERROR - Error processing article 220: string indices must be integers, not 'str'
2025-04-01 09:14:45,818 - ERROR - Error processing article 221: string indices must be integers, not 'str'
2025-04-01 09:14:45,818 - ERROR - Error processing article 222: string indices must be integers, not 'str'
2025-04-01 09:14:45,819 - ERROR - Error processing article 223: string indices must be integers, not 'str'
2025-04-01 09:14:45,819 - ERROR - Error processing article 224: string indices must be integers, not 'str'
2025-04-01 09:14:45,819 - ERROR - Error processing article 225: string indices must be integers, not 'str'
2025-04-01 09:14:45,819 - ERROR - Error processing article 226: string indices must be integers, not 'str'
2025-04-01 09:14:45,819 - ERROR - Error processing article 227: string indices must be integers, not 'str'
2025-04-01 09:14:45,820 - ERROR - Error processing article 228: string indices must be integers, not 'str'
2025-04-01 09:14:45,820 - ERROR - Error processing article 229: string indices must be integers, not 'str'
2025-04-01 09:14:45,820 - ERROR - Error processing article 230: string indices must be integers, not 'str'
2025-04-01 09:14:45,820 - ERROR - Error processing article 231: string indices must be integers, not 'str'
2025-04-01 09:14:45,821 - ERROR - Error processing article 232: string indices must be integers, not 'str'
2025-04-01 09:14:45,821 - ERROR - Error processing article 233: string indices must be integers, not 'str'
2025-04-01 09:14:45,821 - ERROR - Error processing article 234: string indices must be integers, not 'str'
2025-04-01 09:14:45,821 - ERROR - Error processing article 235: string indices must be integers, not 'str'
2025-04-01 09:14:45,821 - ERROR - Error processing article 236: string indices must be integers, not 'str'
2025-04-01 09:14:45,821 - ERROR - Error processing article 237: string indices must be integers, not 'str'
2025-04-01 09:14:45,821 - ERROR - Error processing article 238: string indices must be integers, not 'str'
2025-04-01 09:14:45,822 - ERROR - Error processing article 239: string indices must be integers, not 'str'
2025-04-01 09:14:45,822 - ERROR - Error processing article 240: string indices must be integers, not 'str'
2025-04-01 09:14:45,822 - ERROR - Error processing article 241: string indices must be integers, not 'str'
2025-04-01 09:14:45,822 - ERROR - Error processing article 242: string indices must be integers, not 'str'
2025-04-01 09:14:45,822 - ERROR - Error processing article 243: string indices must be integers, not 'str'
2025-04-01 09:14:45,822 - ERROR - Error processing article 244: string indices must be integers, not 'str'
2025-04-01 09:14:45,823 - ERROR - Error processing article 245: string indices must be integers, not 'str'
2025-04-01 09:14:45,823 - ERROR - Error processing article 246: string indices must be integers, not 'str'
2025-04-01 09:14:45,823 - ERROR - Error processing article 247: string indices must be integers, not 'str'
2025-04-01 09:14:45,823 - ERROR - Error processing article 248: string indices must be integers, not 'str'
2025-04-01 09:14:45,823 - ERROR - Error processing article 249: string indices must be integers, not 'str'
2025-04-01 09:14:45,823 - ERROR - Error processing article 250: string indices must be integers, not 'str'
2025-04-01 09:14:45,825 - ERROR - Error processing article 251: string indices must be integers, not 'str'
2025-04-01 09:14:45,825 - ERROR - Error processing article 252: string indices must be integers, not 'str'
2025-04-01 09:14:45,825 - ERROR - Error processing article 253: string indices must be integers, not 'str'
2025-04-01 09:14:45,825 - ERROR - Error processing article 254: string indices must be integers, not 'str'
2025-04-01 09:14:45,826 - ERROR - Error processing article 255: string indices must be integers, not 'str'
2025-04-01 09:14:45,826 - ERROR - Error processing article 256: string indices must be integers, not 'str'
2025-04-01 09:14:45,826 - ERROR - Error processing article 257: string indices must be integers, not 'str'
2025-04-01 09:14:45,826 - ERROR - Error processing article 258: string indices must be integers, not 'str'
2025-04-01 09:14:45,826 - ERROR - Error processing article 259: string indices must be integers, not 'str'
2025-04-01 09:14:45,826 - ERROR - Error processing article 260: string indices must be integers, not 'str'
2025-04-01 09:14:45,827 - ERROR - Error processing article 261: string indices must be integers, not 'str'
2025-04-01 09:14:45,827 - ERROR - Error processing article 262: string indices must be integers, not 'str'
2025-04-01 09:14:45,827 - ERROR - Error processing article 263: string indices must be integers, not 'str'
2025-04-01 09:14:45,827 - ERROR - Error processing article 264: string indices must be integers, not 'str'
2025-04-01 09:14:45,828 - ERROR - Error processing article 265: string indices must be integers, not 'str'
2025-04-01 09:14:45,828 - ERROR - Error processing article 266: string indices must be integers, not 'str'
2025-04-01 09:14:45,828 - ERROR - Error processing article 267: string indices must be integers, not 'str'
2025-04-01 09:14:45,828 - ERROR - Error processing article 268: string indices must be integers, not 'str'
2025-04-01 09:14:45,828 - ERROR - Error processing article 269: string indices must be integers, not 'str'
2025-04-01 09:14:45,829 - ERROR - Error processing article 270: string indices must be integers, not 'str'
2025-04-01 09:14:45,829 - ERROR - Error processing article 271: string indices must be integers, not 'str'
2025-04-01 09:14:45,829 - ERROR - Error processing article 272: string indices must be integers, not 'str'
2025-04-01 09:14:45,829 - ERROR - Error processing article 273: string indices must be integers, not 'str'
2025-04-01 09:14:45,829 - ERROR - Error processing article 274: string indices must be integers, not 'str'
2025-04-01 09:14:45,830 - ERROR - Error processing article 275: string indices must be integers, not 'str'
2025-04-01 09:14:45,830 - ERROR - Error processing article 276: string indices must be integers, not 'str'
2025-04-01 09:14:45,830 - ERROR - Error processing article 277: string indices must be integers, not 'str'
2025-04-01 09:14:45,830 - ERROR - Error processing article 278: string indices must be integers, not 'str'
2025-04-01 09:14:45,830 - ERROR - Error processing article 279: string indices must be integers, not 'str'
2025-04-01 09:14:45,832 - ERROR - Error processing article 280: string indices must be integers, not 'str'
2025-04-01 09:14:45,832 - ERROR - Error processing article 281: string indices must be integers, not 'str'
2025-04-01 09:14:45,832 - ERROR - Error processing article 282: string indices must be integers, not 'str'
2025-04-01 09:14:45,832 - ERROR - Error processing article 283: string indices must be integers, not 'str'
2025-04-01 09:14:45,832 - ERROR - Error processing article 284: string indices must be integers, not 'str'
2025-04-01 09:14:45,832 - ERROR - Error processing article 285: string indices must be integers, not 'str'
2025-04-01 09:14:45,832 - ERROR - Error processing article 286: string indices must be integers, not 'str'
2025-04-01 09:14:45,833 - ERROR - Error processing article 287: string indices must be integers, not 'str'
2025-04-01 09:14:45,833 - ERROR - Error processing article 288: string indices must be integers, not 'str'
2025-04-01 09:14:45,833 - ERROR - Error processing article 289: string indices must be integers, not 'str'
2025-04-01 09:14:45,833 - ERROR - Error processing article 290: string indices must be integers, not 'str'
2025-04-01 09:14:45,833 - ERROR - Error processing article 291: string indices must be integers, not 'str'
2025-04-01 09:14:45,833 - ERROR - Error processing article 292: string indices must be integers, not 'str'
2025-04-01 09:14:45,833 - ERROR - Error processing article 293: string indices must be integers, not 'str'
2025-04-01 09:14:45,834 - ERROR - Error processing article 294: string indices must be integers, not 'str'
2025-04-01 09:14:45,834 - ERROR - Error processing article 295: string indices must be integers, not 'str'
2025-04-01 09:14:45,834 - ERROR - Error processing article 296: string indices must be integers, not 'str'
2025-04-01 09:14:45,834 - ERROR - Error processing article 297: string indices must be integers, not 'str'
2025-04-01 09:14:45,835 - ERROR - Error processing article 298: string indices must be integers, not 'str'
2025-04-01 09:14:45,835 - ERROR - Error processing article 299: string indices must be integers, not 'str'
2025-04-01 09:14:45,835 - INFO - Processed 300/4459 articles
2025-04-01 09:14:45,835 - ERROR - Error processing article 300: string indices must be integers, not 'str'
2025-04-01 09:14:45,835 - ERROR - Error processing article 301: string indices must be integers, not 'str'
2025-04-01 09:14:45,836 - ERROR - Error processing article 302: string indices must be integers, not 'str'
2025-04-01 09:14:45,836 - ERROR - Error processing article 303: string indices must be integers, not 'str'
2025-04-01 09:14:45,836 - ERROR - Error processing article 304: string indices must be integers, not 'str'
2025-04-01 09:14:45,836 - ERROR - Error processing article 305: string indices must be integers, not 'str'
